fn,timestamp
/home/younger/work/drone_agi/data_processing/exp_07-29-15-55/./pi_images/frame_0000.png,1722286621.0075767
/home/younger/work/drone_agi/data_processing/exp_07-29-15-55/./pi_images/frame_0001.png,1722286621.0308414
/home/younger/work/drone_agi/data_processing/exp_07-29-15-55/./pi_images/frame_0002.png,1722286621.0538833
/home/younger/work/drone_agi/data_processing/exp_07-29-15-55/./pi_images/frame_0003.png,1722286621.0762691
/home/younger/work/drone_agi/data_processing/exp_07-29-15-55/./pi_images/frame_0004.png,1722286621.0963385
/home/younger/work/drone_agi/data_processing/exp_07-29-15-55/./pi_images/frame_0005.png,1722286621.1165674
/home/younger/work/drone_agi/data_processing/exp_07-29-15-55/./pi_images/frame_0006.png,1722286621.1440127
/home/younger/work/drone_agi/data_processing/exp_07-29-15-55/./pi_images/frame_0007.png,1722286621.1731954
/home/younger/work/drone_agi/data_processing/exp_07-29-15-55/./pi_images/frame_0008.png,1722286621.1990595
/home/younger/work/drone_agi/data_processing/exp_07-29-15-55/./pi_images/frame_0009.png,1722286621.2247417
/home/younger/work/drone_agi/data_processing/exp_07-29-15-55/./pi_images/frame_0010.png,1722286621.2467077
/home/younger/work/drone_agi/data_processing/exp_07-29-15-55/./pi_images/frame_0011.png,1722286621.2755592
/home/younger/work/drone_agi/data_processing/exp_07-29-15-55/./pi_images/frame_0012.png,1722286621.3027706
/home/younger/work/drone_agi/data_processing/exp_07-29-15-55/./pi_images/frame_0013.png,1722286621.324832
/home/younger/work/drone_agi/data_processing/exp_07-29-15-55/./pi_images/frame_0014.png,1722286621.3514562
/home/younger/work/drone_agi/data_processing/exp_07-29-15-55/./pi_images/frame_0015.png,1722286621.3723016
/home/younger/work/drone_agi/data_processing/exp_07-29-15-55/./pi_images/frame_0016.png,1722286621.396832
/home/younger/work/drone_agi/data_processing/exp_07-29-15-55/./pi_images/frame_0017.png,1722286621.4328673
/home/younger/work/drone_agi/data_processing/exp_07-29-15-55/./pi_images/frame_0018.png,1722286621.4790647
/home/younger/work/drone_agi/data_processing/exp_07-29-15-55/./pi_images/frame_0019.png,1722286621.4920084
/home/younger/work/drone_agi/data_processing/exp_07-29-15-55/./pi_images/frame_0020.png,1722286621.5173697
